$ python tools/pecensus.py TheWardrobe

path                                              fmt     kind      bytes     linker COFF (UTC)          mtime (local)       CompanyName / module
---------------------------------------------- ------ -------- ---------- ---------- ------------------- ------------------- ------------------------------
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.LocalizationModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.MarshallingModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.MultiplayerModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.NVIDIAModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.ParticleSystemModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.PerformanceReportingModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.Physics2DModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.PhysicsBackendPhysXModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.PhysicsModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.PropertiesModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.RenderAs2DModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.RuntimeInitializeOnLoadManagerInitializerModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.ScreenCaptureModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.ShaderRuntimeModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.ShaderVariantAnalyticsModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.SharedInternalsModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.SpriteMaskModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.SpriteShapeModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.StreamingModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.SubstanceModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.SubsystemsModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.TLSModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.TerrainModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.TerrainPhysicsModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.TextCoreFontEngineModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.TextCoreTextEngineModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.TextRenderingModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.TilemapModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.UIElementsModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.UIModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.UmbraModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.UnityAnalyticsCommonModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.UnityAnalyticsModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.UnityConnectModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.UnityConsentModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.UnityCurlModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.UnityWebRequestAssetBundleModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.UnityWebRequestAudioModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.UnityWebRequestModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.UnityWebRequestTextureModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.UnityWebRequestWWWModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.VFXModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.VRModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.VectorGraphicsModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.VehiclesModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.VideoModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.VirtualTexturingModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.WindModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.XRModule.dll
    SIGNED  The Wardrobe_Data/Managed/UnityEngine.dll
    SIGNED  The Wardrobe_Data/Plugins/x86_64/steam_api64.dll
    SIGNED  UnityCrashHandler64.exe
    SIGNED  UnityPlayer.dll

CompanyName / module name, by count:
    (none)                                   124
    Mono development team                    21
    Microsoft Corporation                    3
    Firelight Technologies                   3
    Guavaman Enterprises                     2
    Unity Technologies                       2
    MONO development team                    1
    Microsoft                                1
    UsersImport                              1
    XboxOneCommonImport                      1
    Riley Labrecque                          1
    Valve Corporation                        1
